campaign_id,partition,trial_index,trial_seed,c_exp,epoch,selection_hash
UAV-AG-V1,evaluation,1,1454570649,0,12,1b50396427438cb9a4b4cd797b9ff16c10816328b41e551583bfb290e5a350fc
UAV-AG-V1,evaluation,1,1454570649,0.25,1,123659d8a532ec2e84ef7bf005a2035bdf4436558b02f4702771a23cb299a3c7
UAV-AG-V1,evaluation,1,1454570649,0.25,2,3e10f91e061fa99fa48db6278b66047b0a027d94662bca116b06f9cf998d52df
UAV-AG-V1,evaluation,1,1454570649,0.25,3,a6903f96fe668fbd8bf2ec48506fd2d5e81acf882b5024f7f69cf33615877d3b
UAV-AG-V1,evaluation,1,1454570649,0.25,4,a8061bdb66b8420dfcee60fc5849c8a5e7807a5b6c7f4620296070d2f14ba614
UAV-AG-V1,evaluation,1,1454570649,0.25,5,acefd0e0629f4831a277f81db1213cf76a9ee4d55b570c0b713592469da3d927
UAV-AG-V1,evaluation,1,1454570649,0.25,6,6250bfd473c528eac7f19b5156cf1558f49d97a29cd97f2ae6e2a5a6868c3ace
UAV-AG-V1,evaluation,1,1454570649,0.25,7,d04771521aa4e665cd65f0242e4b40c90ad5d3aa9f60382a0532a8cdb9de85b8
UAV-AG-V1,evaluation,1,1454570649,0.25,8,9a9f956c7173825259374ea4e240df939be9c506488c3b63a7ed46320a42c020
UAV-AG-V1,evaluation,1,1454570649,0.25,9,9a9f956c7173825259374ea4e240df939be9c506488c3b63a7ed46320a42c020
UAV-AG-V1,evaluation,1,1454570649,0.25,10,9a9f956c7173825259374ea4e240df939be9c506488c3b63a7ed46320a42c020
UAV-AG-V1,evaluation,1,1454570649,0.25,11,de3cc7f76ca3545a0f4e08f8d796d861208361aeefe4687f0c906a67c450c855
UAV-AG-V1,evaluation,1,1454570649,0.25,12,1b50396427438cb9a4b4cd797b9ff16c10816328b41e551583bfb290e5a350fc
